DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls				NR							chr12:29489004-G	chr12:29489004	0			1	0.0508	1E-6	6.0	(EA)	0.0725	[0.043-0.102] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls				NR							chr12:31952412-C	chr12:31952412	0			1	0.314	4E-6	5.3979400086720375	(EA)	0.0329	[0.019-0.047] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls				NR							chr12:57282235-G	chr12:57282235	0			1	0.0063	2E-7	6.698970004336019	(EA)	0.2341	[0.15-0.32] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls				NR							chr12:57484602-T	chr12:57484602	0			1	0.0097	1E-7	7.0	(EA)	0.1913	[0.12-0.26] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls				NR							chr12:57602279-A	chr12:57602279	0			1	0.0117	4E-6	5.3979400086720375	(EA)	0.1557	[0.089-0.222] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls				NR							chr12:57848639-A	chr12:57848639	0			1	0.559	4E-6	5.3979400086720375	(EA)	0.0291	[0.017-0.041] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	7q21.2	7	92143417	NR	AC000120.3, LRRD1, AC000120.2, CYP51A1-AS1			ENSG00000285953, ENSG00000240720, ENSG00000285772, ENSG00000188693			rs35417517-C	rs35417517	0	35417517	intron_variant	0	0.392	8E-11	10.096910013008056	(EA)	0.0416	[0.029-0.054] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	10q21.2	10	62303692	NR	LINC02621			ENSG00000234756			rs35419901-T	rs35419901	0	35419901	non_coding_transcript_exon_variant	0	0.0377	8E-11	10.096910013008056	(EA)	0.1123	[0.078-0.146] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	7q21.2	7	92243559	NR	AC000120.3, KRIT1			ENSG00000285953, ENSG00000001631			rs35522438-AT	rs35522438	0	35522438	intron_variant	0	0.3913	1E-9	9.0	(EA)	0.0389	[0.026-0.051] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	10q21.3	10	63349742	NR	JMJD1C			ENSG00000171988			rs35632171-G	rs35632171	0	35632171	intron_variant	0	0.0418	3E-7	6.522878745280337	(EA)	0.0915	[0.057-0.126] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	8q22.2	8	100298199	NR	RNF19A			ENSG00000034677			rs35748790-TA	rs35748790	0	35748790	intron_variant	0	0.3649	3E-6	5.522878745280337	(EA)	0.0317	[0.018-0.045] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	10p12.2	10	22681806	NR	PIP4K2A			ENSG00000150867			rs370356098-C	rs370356098	0	370356098	intron_variant	0	0.0399	2E-7	6.698970004336019	(EA)	0.0837	[0.052-0.115] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	1p12	1	120018691	NR	NOTCH2			ENSG00000134250			rs372562666-G	rs372562666	1	3879977	intron_variant	0	0.2648	6E-27	26.221848749616356	(EA)	0.1005	[0.082-0.119] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	20q13.2	20	53956286	NR	BCAS1			ENSG00000064787			rs375506010-T	rs375506010	1	141973238	intron_variant	0	0.1809	5E-6	5.301029995663981	(EA)	0.0395	[0.022-0.057] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	2q33.1	2	201258707	NR	CASP8			ENSG00000064012			rs3769821-T	rs3769821	0	3769821	intron_variant	0	0.6683	4E-18	17.397940008672037	(EA)	0.0565	[0.044-0.069] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	6q16.2	6	99643666	NR	Y_RNA - MCHR2	ENSG00000252891	ENSG00000152034		1319	276244	rs377527229-C	rs377527229	0	377527229	intergenic_variant	1	0.2282	6E-6	5.221848749616356	(EA)	0.0341	[0.019-0.049] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	19p13.3	19	2226677	NR	DOT1L			ENSG00000104885			rs3815308-A	rs3815308	0	3815308	missense_variant	0	0.4348	7E-6	5.154901959985743	(EA)	0.0288	[0.016-0.041] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	3p14.1	3	63956021	NR	ATXN7, ATXN7			ENSG00000163635, ENSG00000285258			rs3821902-G	rs3821902	0	3821902	intron_variant	0	0.1358	3E-12	11.522878745280337	(EA)	0.0623	[0.045-0.08] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	6p21.2	6	36676721	NR	CDKN1A			ENSG00000124762			rs3829964-C	rs3829964	0	3829964	intron_variant	0	0.4864	9E-8	7.045757490560675	(EA)	0.0331	[0.021-0.045] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	10q21.3	10	63197831	NR	JMJD1C			ENSG00000171988			rs35997229-C	rs35997229	0	35997229	intron_variant	0	0.0431	3E-7	6.522878745280337	(EA)	0.0829	[0.051-0.115] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	17q24.2	17	68904663	NR	ABCA8			ENSG00000141338			rs36059695-T	rs36059695	0	36059695	intron_variant	0	0.035	6E-8	7.221848749616356	(EA)	0.1031	[0.066-0.14] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	5q23.3	5	128227188	NR	SLC12A2 - FBN2	ENSG00000064651	ENSG00000138829		37511	30721	rs36715-A	rs36715	0	36715	intergenic_variant	1	0.7576	4E-6	5.3979400086720375	(EA)	0.0339	[0.019-0.048] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	1q21.1	1	145607339	NR	NBPF25P			ENSG00000272150			rs368032757-G	rs368032757	0	368032757	intron_variant	0	0.0183	5E-6	5.301029995663981	(EA)	0.1759	[0.1-0.25] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	1q21.1	1	146069686	NR	NBPF10			ENSG00000271425			rs368121891-A	rs368121891	1	61813408	missense_variant	0	0.3735	9E-8	7.045757490560675	(EA)	0.0405	[0.026-0.055] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	1p11.2	1	121121848	NR	AC244453.1			ENSG00000227193			rs369304377-G	rs369304377	1	61804016	intron_variant	0	0.3892	2E-29	28.69897000433602	(EA)	0.0885	[0.073-0.104] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	7q21.2	7	92344194	NR	ANKIB1			ENSG00000001629			rs369328859-G	rs369328859	1	67933063	intron_variant	0	0.3748	2E-8	7.698970004336019	(EA)	0.0369	[0.024-0.05] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	10q25.3	10	113678604	NR	NRAP - CASP7	ENSG00000197893	ENSG00000165806		14477	558	rs369832192-C	rs369832192	1	71007438	TF_binding_site_variant	1	0.4764	4E-6	5.3979400086720375	(EA)	0.0302	[0.017-0.043] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	11p11.2	11	44347927	NR	ALX4 - AC010768.4	ENSG00000052850	ENSG00000255451		37788	120537	rs3853291-A	rs3853291	0	3853291	intergenic_variant	1	0.5472	3E-7	6.522878745280337	(EA)	0.0318	[0.02-0.044] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	7q22.1	7	102160260	NR	CUX1			ENSG00000257923			rs411624-C	rs411624	0	411624	intron_variant	0	0.9557	2E-6	5.698970004336019	(EA)	0.0767	[0.045-0.108] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	19q13.31	19	43919418	NR	ZNF45, AC006213.3			ENSG00000124459, ENSG00000267191			rs375066-C	rs375066	0	375066	intron_variant	0	0.5141	2E-14	13.698970004336019	(EA)	0.0474	[0.035-0.06] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	7q11.23	7	74860783	NR	STAG3L2			ENSG00000277072			rs377629160-T	rs377629160	0	377629160	intron_variant	0	0.1887	6E-7	6.221848749616356	(EA)	0.0431	[0.026-0.06] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	14q32.32	14	102882582	NR	TRAF3			ENSG00000131323			rs368131309-GT	rs368131309	0	368131309	intron_variant	0	0.2559	4E-6	5.3979400086720375	(EA)	0.0371	[0.021-0.053] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	7q22.1	7	102478605	NR	POLR2J			ENSG00000005075			rs369574511-C	rs369574511	1	62483813	intron_variant	0	0.6318	2E-7	6.698970004336019	(EA)	0.0364	[0.023-0.05] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	6p23	6	13713134	NR	RANBP9 - MCUR1	ENSG00000010017	ENSG00000050393		1299	73423	rs418053-C	rs418053	0	418053	regulatory_region_variant	1	0.5685	1E-13	13.0	(EA)	0.0465	[0.034-0.059] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	8p11.23	8	36992428	NR	AC090453.1 - AC092818.1	ENSG00000243503	ENSG00000254038		4016	75013	rs4286946-G	rs4286946	0	4286946	intergenic_variant	1	0.1739	9E-22	21.045757490560675	(EA)	0.0799	[0.064-0.096] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	11p15.4	11	10299114	NR	SBF2 - AC080023.1	ENSG00000133812	ENSG00000254554		4907	3543	rs4345958-A	rs4345958	0	4345958	regulatory_region_variant	1	0.2764	3E-6	5.522878745280337	(EA)	0.0322	[0.019-0.046] unit increase	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	6p22.1	6	27873148	NR	HIST1H3I - HIST1H4L	ENSG00000275379	ENSG00000275126		833	51	rs45509595-C	rs45509595	0	45509595	regulatory_region_variant	1	0.0906	5E-9	8.301029995663981	(EA)	0.0684	[0.045-0.091] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	19p13.12	19	14901422	NR	OR7A1P - OR7A3P	ENSG00000268834	ENSG00000269787		3577	1810	rs4594370-G	rs4594370	0	4594370	intergenic_variant	1	0.0309	7E-6	5.154901959985743	(EA)	0.1022	[0.058-0.147] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	2q35	2	216883915	NR	AC007563.2			ENSG00000236886			rs4674124-T	rs4674124	0	4674124	intron_variant	0	0.1771	1E-11	11.0	(EA)	0.056	[0.04-0.072] unit decrease	Illumina [~ 11800000] (imputed)	N	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
